Date,Conditions
2010-12-01 13:00:00,Partially cloudy
2010-12-01 15:00:00,Partially cloudy
2010-12-01 16:00:00,Partially cloudy
2010-12-02 08:00:00,Clear
2010-12-02 09:00:00,Partially cloudy
2010-12-02 10:00:00,Partially cloudy
2010-12-02 11:00:00,Partially cloudy
2010-12-02 12:00:00,Partially cloudy
2010-12-02 13:00:00,Overcast
2010-12-02 14:00:00,Partially cloudy
2010-12-02 15:00:00,Partially cloudy
2010-12-02 16:00:00,"Rain, Overcast"
2010-12-02 18:00:00,Partially cloudy
2010-12-02 22:00:00,Partially cloudy
2010-12-03 11:00:00,Partially cloudy
2010-12-03 12:00:00,Partially cloudy
2010-12-03 13:00:00,Partially cloudy
2010-12-03 14:00:00,Partially cloudy
2010-12-03 15:00:00,Partially cloudy
2010-12-04 08:00:00,Partially cloudy
2010-12-04 10:00:00,Partially cloudy
2010-12-04 11:00:00,Partially cloudy
2010-12-04 12:00:00,Partially cloudy
2010-12-04 13:00:00,Partially cloudy
2010-12-04 14:00:00,Partially cloudy
2010-12-04 15:00:00,Partially cloudy
2010-12-04 16:00:00,Partially cloudy
2010-12-04 17:00:00,Partially cloudy
2010-12-05 07:00:00,Partially cloudy
2010-12-05 09:00:00,Partially cloudy
2010-12-05 10:00:00,Partially cloudy
2010-12-05 12:00:00,Partially cloudy
2010-12-05 13:00:00,Partially cloudy
2010-12-05 15:00:00,Partially cloudy
2010-12-05 16:00:00,"Rain, Partially cloudy"
2010-12-06 07:00:00,Clear
2010-12-06 09:00:00,Partially cloudy
2010-12-06 10:00:00,Partially cloudy
2010-12-06 11:00:00,Partially cloudy
2010-12-06 12:00:00,Partially cloudy
2010-12-06 13:00:00,Partially cloudy
2010-12-07 11:00:00,Partially cloudy
2010-12-07 12:00:00,Partially cloudy
2010-12-07 13:00:00,Partially cloudy
2010-12-07 14:00:00,Partially cloudy
2010-12-07 15:00:00,Partially cloudy
2010-12-07 16:00:00,Partially cloudy
2010-12-07 19:00:00,Partially cloudy
2010-12-08 08:00:00,Partially cloudy
2010-12-08 09:00:00,Partially cloudy
2010-12-08 10:00:00,Partially cloudy
2010-12-08 11:00:00,Partially cloudy
2010-12-08 13:00:00,Partially cloudy
2010-12-08 14:00:00,Partially cloudy
2010-12-08 15:00:00,Partially cloudy
2010-12-08 16:00:00,Partially cloudy
2010-12-08 17:00:00,Partially cloudy
2010-12-08 18:00:00,Partially cloudy
2010-12-09 08:00:00,Partially cloudy
2010-12-09 09:00:00,Partially cloudy
2010-12-09 10:00:00,Partially cloudy
2010-12-09 11:00:00,Partially cloudy
2010-12-09 12:00:00,Partially cloudy
2010-12-09 13:00:00,Partially cloudy
2010-12-10 10:00:00,Overcast
2010-12-10 12:00:00,Partially cloudy
2010-12-10 13:00:00,"Rain, Partially cloudy"
2010-12-10 14:00:00,Partially cloudy
2010-12-10 15:00:00,Partially cloudy
2010-12-10 16:00:00,Partially cloudy
2010-12-10 17:00:00,Partially cloudy
2010-12-10 18:00:00,Partially cloudy
2010-12-11 10:00:00,Partially cloudy
2010-12-11 11:00:00,Partially cloudy
2010-12-11 12:00:00,Partially cloudy
2010-12-11 13:00:00,Partially cloudy
2010-12-12 07:00:00,Partially cloudy
2010-12-12 09:00:00,Partially cloudy
2010-12-12 10:00:00,Partially cloudy
2010-12-12 11:00:00,Partially cloudy
2010-12-12 13:00:00,"Rain, Partially cloudy"
2010-12-13 08:00:00,Partially cloudy
2010-12-13 09:00:00,Partially cloudy
2010-12-13 10:00:00,Partially cloudy
2010-12-13 11:00:00,Partially cloudy
2010-12-13 12:00:00,Partially cloudy
2010-12-13 13:00:00,Partially cloudy
2010-12-13 14:00:00,Partially cloudy
2010-12-13 15:00:00,Partially cloudy
2010-12-13 16:00:00,Partially cloudy
2010-12-13 17:00:00,Partially cloudy
2010-12-13 18:00:00,Partially cloudy
2010-12-13 19:00:00,Partially cloudy
2010-12-13 20:00:00,Partially cloudy
2010-12-13 21:00:00,Partially cloudy
2010-12-13 22:00:00,Partially cloudy
2010-12-13 23:00:00,Partially cloudy
2010-12-14 00:00:00,Partially cloudy
2010-12-14 07:00:00,"Rain, Partially cloudy"
2010-12-14 08:00:00,Partially cloudy
2010-12-14 09:00:00,Partially cloudy
2010-12-14 10:00:00,Partially cloudy
2010-12-14 11:00:00,Partially cloudy
2010-12-14 13:00:00,Partially cloudy
2010-12-14 14:00:00,Partially cloudy
2010-12-14 15:00:00,Partially cloudy
2010-12-14 16:00:00,Partially cloudy
2010-12-14 17:00:00,Partially cloudy
2010-12-14 18:00:00,Partially cloudy
2010-12-14 19:00:00,Partially cloudy
2010-12-15 08:00:00,Partially cloudy
2010-12-15 09:00:00,Partially cloudy
2010-12-15 10:00:00,Partially cloudy
2010-12-15 11:00:00,Overcast
2010-12-15 12:00:00,Overcast
2010-12-15 16:00:00,"Rain, Overcast"
2010-12-15 17:00:00,Partially cloudy
2010-12-15 18:00:00,Partially cloudy
2010-12-15 19:00:00,Partially cloudy
2010-12-16 08:00:00,Partially cloudy
2010-12-16 09:00:00,Partially cloudy
2010-12-16 10:00:00,Partially cloudy
2010-12-16 12:00:00,Partially cloudy
2010-12-16 13:00:00,Partially cloudy
2010-12-16 14:00:00,Partially cloudy
2010-12-16 15:00:00,Partially cloudy
2010-12-16 17:00:00,Partially cloudy
2010-12-16 18:00:00,Partially cloudy
2010-12-16 19:00:00,"Rain, Partially cloudy"
2010-12-16 20:00:00,Partially cloudy
2010-12-17 08:00:00,Partially cloudy
2010-12-17 09:00:00,Partially cloudy
2010-12-17 10:00:00,Partially cloudy
2010-12-17 11:00:00,Partially cloudy
2010-12-17 12:00:00,Partially cloudy
2010-12-17 13:00:00,Partially cloudy
2010-12-17 14:00:00,Partially cloudy
2010-12-17 15:00:00,Partially cloudy
2010-12-17 16:00:00,Partially cloudy
2010-12-17 17:00:00,Partially cloudy
2010-12-18 08:00:00,Partially cloudy
2010-12-18 09:00:00,Partially cloudy
2010-12-18 10:00:00,Partially cloudy
2010-12-18 12:00:00,Partially cloudy
2010-12-18 13:00:00,Overcast
2010-12-18 14:00:00,Partially cloudy
2010-12-18 15:00:00,Partially cloudy
2010-12-18 16:00:00,Partially cloudy
2010-12-18 17:00:00,Partially cloudy
2010-12-18 19:00:00,Partially cloudy
2010-12-18 20:00:00,Partially cloudy
2010-12-19 08:00:00,Partially cloudy
2010-12-19 09:00:00,Partially cloudy
2010-12-19 11:00:00,Partially cloudy
2010-12-19 12:00:00,Partially cloudy
2010-12-19 13:00:00,Partially cloudy
2010-12-19 14:00:00,Partially cloudy
2010-12-19 15:00:00,Partially cloudy
2010-12-19 16:00:00,Partially cloudy
2010-12-20 10:00:00,Partially cloudy
2010-12-20 12:00:00,Partially cloudy
2010-12-20 13:00:00,Overcast
2010-12-20 14:00:00,Partially cloudy
2010-12-20 15:00:00,Overcast
2010-12-20 16:00:00,Partially cloudy
2010-12-21 08:00:00,Clear
2010-12-21 10:00:00,Partially cloudy
2010-12-21 11:00:00,Partially cloudy
2010-12-21 12:00:00,Partially cloudy
2010-12-21 13:00:00,Partially cloudy
2010-12-21 14:00:00,Partially cloudy
2010-12-21 18:00:00,Partially cloudy
2010-12-21 19:00:00,Partially cloudy
2010-12-21 20:00:00,Partially cloudy
2010-12-22 09:00:00,Partially cloudy
2010-12-22 11:00:00,Partially cloudy
2010-12-22 12:00:00,Partially cloudy
2010-12-22 13:00:00,Overcast
2010-12-22 14:00:00,Partially cloudy
2010-12-23 09:00:00,Partially cloudy
2010-12-23 10:00:00,Partially cloudy
2010-12-23 11:00:00,Partially cloudy
2010-12-23 13:00:00,Partially cloudy
2010-12-23 14:00:00,Partially cloudy
2010-12-24 08:00:00,Clear
2010-12-24 09:00:00,Partially cloudy
2010-12-24 10:00:00,Partially cloudy
2010-12-24 11:00:00,Partially cloudy
2010-12-24 12:00:00,Partially cloudy
2010-12-24 13:00:00,Partially cloudy
2010-12-24 14:00:00,Partially cloudy
2010-12-24 15:00:00,Partially cloudy
2010-12-24 16:00:00,Partially cloudy
2010-12-24 17:00:00,Partially cloudy
2010-12-24 18:00:00,Partially cloudy
2010-12-24 19:00:00,Overcast
2010-12-24 21:00:00,Partially cloudy
2010-12-25 08:00:00,Partially cloudy
2010-12-25 10:00:00,Partially cloudy
2010-12-25 11:00:00,Partially cloudy
2010-12-25 12:00:00,Partially cloudy
2010-12-25 13:00:00,Partially cloudy
2010-12-25 14:00:00,Partially cloudy
2010-12-25 15:00:00,Partially cloudy
2010-12-25 16:00:00,Overcast
2010-12-25 17:00:00,Partially cloudy
2010-12-26 07:00:00,Partially cloudy
2010-12-26 08:00:00,Partially cloudy
2010-12-26 09:00:00,Partially cloudy
2010-12-26 10:00:00,Overcast
2010-12-26 12:00:00,Partially cloudy
2010-12-26 13:00:00,Overcast
2010-12-26 14:00:00,Partially cloudy
2010-12-26 15:00:00,Partially cloudy
2010-12-26 16:00:00,"Rain, Partially cloudy"
2010-12-26 17:00:00,Partially cloudy
2010-12-26 18:00:00,Partially cloudy
2010-12-26 19:00:00,Partially cloudy
2010-12-26 21:00:00,Partially cloudy
2010-12-27 08:00:00,Partially cloudy
2010-12-27 09:00:00,Partially cloudy
2010-12-27 10:00:00,Partially cloudy
2010-12-27 11:00:00,Partially cloudy
2010-12-27 12:00:00,Overcast
2010-12-27 13:00:00,Partially cloudy
2010-12-27 14:00:00,Partially cloudy
2010-12-27 16:00:00,Partially cloudy
2010-12-27 17:00:00,Partially cloudy
2010-12-27 18:00:00,Partially cloudy
2010-12-27 19:00:00,Partially cloudy
2010-12-27 20:00:00,Partially cloudy
2010-12-27 22:00:00,Partially cloudy
2010-12-28 08:00:00,Partially cloudy
2010-12-28 09:00:00,Partially cloudy
2010-12-28 10:00:00,Partially cloudy
2010-12-28 11:00:00,Partially cloudy
2010-12-28 12:00:00,Partially cloudy
2010-12-28 13:00:00,Partially cloudy
2010-12-28 14:00:00,Partially cloudy
2010-12-28 15:00:00,Partially cloudy
2010-12-28 16:00:00,Partially cloudy
2010-12-28 18:00:00,Overcast
2010-12-28 19:00:00,Partially cloudy
2010-12-29 09:00:00,Partially cloudy
2010-12-29 10:00:00,Partially cloudy
2010-12-29 11:00:00,Partially cloudy
2010-12-29 12:00:00,Partially cloudy
2010-12-29 13:00:00,Partially cloudy
2010-12-29 14:00:00,Partially cloudy
2010-12-29 15:00:00,Partially cloudy
2010-12-29 16:00:00,"Rain, Partially cloudy"
2010-12-29 17:00:00,Partially cloudy
2010-12-30 09:00:00,Clear
2010-12-30 10:00:00,Partially cloudy
2010-12-30 12:00:00,Partially cloudy
2010-12-30 13:00:00,Partially cloudy
2010-12-30 15:00:00,Partially cloudy
2010-12-30 16:00:00,Partially cloudy
2010-12-30 18:00:00,Partially cloudy
2010-12-30 19:00:00,Partially cloudy
2010-12-30 20:00:00,Partially cloudy
2010-12-30 21:00:00,Partially cloudy
2010-12-30 22:00:00,Partially cloudy
2010-12-31 08:00:00,Partially cloudy
2010-12-31 09:00:00,Partially cloudy
2010-12-31 10:00:00,Partially cloudy
2010-12-31 11:00:00,Partially cloudy
2010-12-31 12:00:00,Partially cloudy
2010-12-31 13:00:00,"Rain, Partially cloudy"
2010-12-31 14:00:00,Partially cloudy
2010-12-31 15:00:00,Partially cloudy
2010-12-31 16:00:00,"Rain, Partially cloudy"
2010-12-31 17:00:00,Partially cloudy
2010-12-31 19:00:00,"Rain, Partially cloudy"
