Temperature,Relative_Humidity,Condition
28.7,68.76,2
28.6,72.22,2
27.9,75.33,2
27.8,72.88,0
27.4,71.37,0
27.4,70.4,0
26.9,69.66,2
26.8,70.13,0
27.2,70.06,2
27.3,73.88,5
26.8,81.19,5
27.7,78.71,2
26.2,85.4,5
27.1,79.27,0
28.1,74.25,2
27.9,70.88,0
26.8,71.73,0
27.6,68.74,0
27.8,72.43,2
28.4,71.9,2
28.3,69.59,2
27.5,71.1,2
27.6,68.4,0
27.7,68.35,0
27.7,70.81,0
28.1,73.42,2
28.4,71.08,2
28.3,76.3,5
28.3,75.46,5
27.9,76.7,2
27.9,71.16,2
27.6,74.68,2
28,69.97,2
27.2,74.03,0
27.8,74.55,0
27.9,71.67,2
28.1,73.86,2
27.5,77.59,5
26.9,80.58,2
28.3,76.4,2
28.2,77.09,5
28.7,74.42,5
28.5,72.28,2
27.8,69.29,0
27.6,71.99,2
28.8,69.74,2
28.6,70.12,2
27.9,71.76,0
28.6,70.76,2
28.3,66.58,2
28.7,62.58,2
28.2,71.27,0
25.5,88.63,5
27.1,79.91,2
27.9,77.85,5
26.6,84.25,2
27.6,79.18,2
27.5,78.31,5
27.2,78.58,2
27.6,75.59,2
29,66.34,2
28.7,72.3,2
27.4,77.1,5
27.2,79.78,5
28.4,78.03,5
27.8,77.33,5
28.5,74.29,2
28.8,73.4,2
27.7,79.22,2
28,75.77,2
27.3,81.02,5
28.2,77.88,5
28.9,72.58,5
28.6,70.72,2
29,67.14,2
29.1,67.27,2
29.7,67.67,2
28.9,72.17,2
27.9,76.21,5
29.7,70.46,2
29.6,70.17,0
30.1,66.55,2
29.1,68.74,2
26,78.55,5
25.7,87.09,5
26,81.39,5
28.1,69.83,2
28.8,67.41,2
28.2,68.22,5
27.8,73.9,5
28.3,74.09,5
25.8,84.75,5
28.1,76.77,2
27.5,77.71,5
28.1,75.7,5
28.8,71.54,5
28.7,71.54,2
27.8,77.02,2
27.3,79.23,2
29,72.73,5
28.3,78.57,5
28.2,78.99,5
27.9,77.41,5
27.6,78.76,2
27.9,77.19,2
28.1,76.81,5
28.1,74.37,5
26.7,81.7,5
26.8,80.55,2
28,74.55,5
28.5,75.3,5
26.4,89.34,5
26.2,86.56,5
27.5,82.77,5
27.1,83.51,5
28.2,78.66,2
28,81.1,5
29.3,73.37,5
29.4,70.56,2
28.7,74.17,2
27.9,78.96,5
29,75.91,2
29.5,73.94,2
29.3,72.22,5
29.3,71.21,2
30,68.58,2
29.4,69.39,2
29.5,67.86,2
28.9,72.2,2
28.3,72.55,2
28.4,72.74,2
28.2,77.26,5
27.5,79.92,5
27.7,77.23,2
28.3,76.1,2
28.9,74.27,5
28,78.96,5
26.8,84.52,5
26.4,83.35,2
27.3,81.72,5
26.3,87.24,5
27,80.95,5
26.8,84.88,5
26.3,86.13,5
27.7,79.32,2
27.8,78.6,5
26.4,82.74,5
26.6,84.39,5
25.7,81.97,5
25.8,82.3,5
28.5,74.91,2
28.4,77.25,5
27,77.69,5
27,80.12,5
26.5,82.11,2
27.6,76.31,5
27.1,82.08,5
26.4,85.42,5
26.8,81.45,5
25.9,86.11,5
25.3,85.61,5
26.9,74.38,2
27.4,74.66,5
27.6,73.8,5
28,70.83,2
27.6,73.42,2
27,74.53,5
27.8,77.38,2
27.1,83.49,5
25.4,90.72,5
26.1,84.43,5
26.5,84.78,5
27.2,79.3,2
26.8,80.87,5
27.6,79.43,5
26.4,81.9,5
26.1,85.16,5
26.5,80.89,5
28.5,71.72,2
27.5,74.61,2
26.4,79.46,5
26.4,80.49,5
27.6,74.14,2
26.8,78.09,5
26.6,76.41,5
27,74.67,2
27,75.83,2
27,79.09,2
26,82.22,5
26,79.87,2
26.4,78.07,5
27,76.14,2
26.1,82.18,5
25.2,86.43,5
25.8,85.2,5
27.4,79.89,2
28.3,74.89,2
26.5,80.38,5
25.7,85.1,5
27,78.85,5
25.4,85.07,5
26.2,83,5
26.3,85.66,5
26.5,82.07,5
26.7,75.38,2
27,75.84,2
27.2,79.18,5
27.8,78.63,2
26.5,80.26,5
27,81.62,2
27.2,82.89,5
26.8,82.37,5
26.4,80.62,5
27.5,75.31,2
26.5,80.43,5
27.1,76.55,2
27.1,78.21,5
25.8,84.82,5
28.3,72.29,2
28.3,74.18,2
28.4,73.43,5
26.7,78.53,5
26.1,82.01,5
27.5,75.85,2
26.5,83.3,5
27,79.28,2
26.5,82.18,5
26.2,84.5,5
26.9,75.85,5
27.2,76.89,5
27.8,76.01,5
28.1,74.12,5
27.7,76.23,5
26,86.08,5
25.6,88.02,5
26.7,81.4,5
26.9,80.37,5
27.9,74.43,2
26.3,84.47,5
26.4,84.53,5
27.2,81.64,5
27.7,75.23,5
27.8,72.91,2
27.2,80.31,5
26.9,82.8,5
28.2,75,2
27.6,80.38,5
27.7,78.03,5
28.3,75.52,5
26.5,84.74,5
26.9,80.26,2
26.6,80.92,5
27,82.39,5
26.1,83.68,5
27,81.69,5
27,80.3,5
27.2,80.19,5
28.2,73.73,2
27.2,79.94,5
26.6,85.58,5
26.2,84.67,4
26.3,84.36,4
28.1,76.7,1
28.6,72.64,2
27.3,81.74,5
27.5,79.6,2
26.5,86.51,5
26.7,84.94,5
26.6,83.84,5
27,80.51,5
26.1,83.59,5
26.2,85.13,5
27.2,78.95,2
27.1,80.31,5
27.2,80.42,5
27,80.88,5
28.5,71.67,2
27.9,75.24,2
28.4,74.07,2
27.8,77.01,5
26.8,83.86,5
27.5,82.1,5
27.8,80.74,5
27.7,81.56,5
27.9,80.62,5
28.3,75.36,2
28,76.34,5
28.3,79.6,2
28,80.18,5
26.4,81.53,5
25.8,87.06,5
27.4,81.11,5
28.1,78.15,2
26.6,86,5
27.6,80.14,2
27.3,81.55,2
27,84.14,5
28.6,76.9,5
28,78.31,2
27.8,82.7,5
28.7,79.99,5
28.1,80.91,5
27.5,81.83,5
26.6,85.8,5
27.2,79.57,2
28.6,74.77,2
29,71.97,2
28.6,74.7,2
28.4,76.37,5
28.2,71.8,2
28.3,70.97,0
28.6,66.94,2
27.1,71.24,2
27.3,72.64,2
27.9,73.43,2
27.6,69.81,2
27.3,73.32,0
28,74.87,2
28,74.48,2
27.8,75.39,2
28.1,81.66,5
28.9,77.68,5
29.1,73.37,2
28.8,73.29,2
28,75.14,2
27.5,73.46,2
27.1,73.72,2
27.3,75.78,2
26.4,74.07,2
26.9,69.01,0
26.4,71.52,0
26.7,68.16,2
26.6,68.08,0
26.3,70.66,0
26,68.97,0
25.7,64.12,2
25.1,68.69,0
25.2,74.48,0
26,72.35,0
26.3,72.2,0
27.1,70.45,0
27.1,73.35,0
26.3,69.77,0
25.5,72.42,0
25.8,74.06,0
27.1,73.67,2
27.7,74.65,2
27.4,74.73,2
27.4,77.91,2
27.2,74.66,5
26.3,73.81,2
25.4,73.66,0
25.6,67.72,0
25.8,72.73,0
25.6,75.78,2
26.6,68.53,2
26.5,67.92,0
26.6,70.56,0
27.1,75.96,2
27.8,75.82,2
27.4,80.42,5
28.2,74.85,2
28,72.76,2
26.9,75.37,0
27.7,72.06,0
27.9,68.91,2
26.9,75.34,2
27.4,73.82,5
27.6,73.41,2
27.6,75.05,5
27.3,73.42,2
27.4,71.88,2
26.5,71.19,2
26.4,73.99,2
26.2,66.76,2
26.5,68.45,0
26.9,69.72,0
27.3,70.21,2
26.6,64.17,0
26.2,67.69,0
26.7,67.78,0
26.7,71.3,0
26.6,73.76,0
26.7,69.34,0
26.3,65.41,0
25,68.83,0
25.7,66.85,0
25.7,72.34,2
26.5,71.25,2
27.2,66.77,0
26.2,69.36,0
26.1,70.76,0
26.6,72.98,2
26.8,72.89,2
27.6,68.86,0
26.8,70.85,0
26.7,70.22,0
27.1,67.77,0
26.8,62.64,0
26.4,67.24,0
26.6,68.94,2
26.9,67.81,2
26.6,66.92,0
26.9,67.79,0
26.6,62.8,0
26.8,55.87,0
25.5,60.21,0
26,62.81,0
26.8,69.07,2
27.4,71.5,0
27.8,67.59,2
28.1,62.97,2
26.4,73.63,0
26.8,69.79,0
27,67.6,0
26.7,67.7,0
26.8,68.46,0
27.5,67.09,0
26.6,66.11,0
27.5,63.3,0
26.9,67.02,0
27.4,65.49,0
27,71.75,0
27.8,69.41,0
27.7,69.89,0
28.3,69.41,2
26.9,71.91,0
28,66.13,2
27.6,67.16,2
28,67.05,2
27.7,65.98,0
28.5,60.43,0
28.6,61.95,0
27.4,60.87,0
27,62.18,0
27.3,66.64,0
27.6,65.79,0
27.4,65.36,0
27.3,64.73,0
27.6,64.3,0
27.4,66,0
27.7,65.9,0
28.6,63.02,0
28.6,63.59,2
28,60.52,2
27.3,59.11,0
27.2,63.01,2
27.6,63.31,2
27.8,63.87,2
28.9,62.2,0
28.6,64.06,2
28.7,68.64,2
28.6,66.21,2
28.2,65.75,0
28.7,59.42,0
28.6,57.99,0
28.5,64.7,0
28.5,69.84,0
29.2,67.46,0
30.3,60.97,0
28.9,67.25,0
29.2,67.4,2
30,64.85,2
30.1,67.67,2
29.5,68.79,2
29,73.66,5
30.4,64.74,2
29.8,67.53,2
29.5,71.59,2
30.3,64.81,2
29.6,68.46,2
28.3,74.46,5
29.7,67.58,2
29.6,65.28,2
30,65.45,2
28.2,74.66,5
28.3,75.35,5
27.5,77.29,2
27,81.44,2
26.1,83.78,5
27.1,77.58,5
26.6,83.34,5
27.8,80.02,2
29,73.61,2
29.4,69.88,2
28.5,72.84,2
28.7,71.89,2
27.9,76.37,5
29.3,70.73,2
29.7,68.84,2
28.2,78.57,5
27.9,79.29,2
27.4,80.98,2
26.9,79.97,2
26,86.73,5
27,82,5
28.7,75.39,2
29.3,69.09,2
29.9,65.7,0
31.2,65.02,2
29.2,75.68,5
27.4,85.12,5
28,82.36,5
29.9,72.55,2
29,75.5,2
27.5,79.72,5
27.7,77.57,2
27.6,76.01,2
25.6,85.24,5
26.9,79.52,5
28.5,76.03,2
28.2,74.81,2
27.3,81.68,5
27.8,78.1,2
28,77.44,5
28.2,79.23,2
28.6,76.48,2
27.2,79.17,5
27.2,81.96,2
26.3,86.93,5
26.9,84.77,5
28.1,80.48,2
27.3,82.44,5
27.5,83.44,5
27.8,81.72,5
27.8,81.74,2
27.1,85.15,5
26.6,87.61,5
27.3,84.03,5
28.8,74.21,2
28.4,75.11,2
28.4,71.93,2
28.2,74.04,5
26.2,88.6,5
26.8,84.85,5
26.8,83.65,5
27.7,76.52,2
27.4,81.77,5
27.3,80.89,5
27.2,80.33,5
27.3,78.27,5
26.9,81.25,2
26.6,80.87,5
27.3,82.3,5
26.8,81.53,5
26.5,83.91,5
26.3,86.05,5
25,88.97,5
25.2,81.4,5
26.6,85.14,2
26.5,90.01,5
26.6,84.68,5
26.1,85.45,5
27.3,78.36,5
25.6,86.1,5
27.6,76.71,2
26.6,81.26,5
27.2,78.33,5
26.9,81.92,5
28.1,76.37,5
27.4,79.9,5
28.8,76.26,5
27.3,82.89,5
25.3,88.47,5
26.6,85.22,5
26.5,86.69,5
25.9,87.73,5
25.3,90.04,5
25.4,86.34,5
28.4,74.92,2
26.4,88.58,5
27.9,80.69,5
27.6,81.62,2
27.3,82.9,5
27.8,78.9,2
28.1,80.12,2
26.8,84.3,2
29.1,74.55,2
29.4,72.87,2
29.2,72.68,2
27.7,78.56,5
27.8,75.97,5
26.8,81.71,5
26.9,80.44,2
26.7,80.64,5
27.2,77.63,2
28.7,73.62,2
28.5,75.07,2
28.1,78.51,5
27.8,80.26,5
27.6,78.55,5
26.6,80.08,5
27.3,78.05,2
26.7,86.07,5
28,73.98,2
27.3,78.41,5
27.7,74.29,2
27.8,75.4,2
26.5,82.02,5
26.9,80.66,5
26.6,79.56,5
26.8,79.65,2
28.2,73.22,5
26.5,80.25,5
25.6,82.09,5
27.1,81.41,5
26.1,85.57,5
27,81.25,5
26.9,81.88,5
27.1,80.2,5
27,81.14,2
27.8,79.08,2
26.8,81.12,5
26.7,75.62,2
27.4,71.92,2
28.2,73.79,5
26.8,82.05,5
28.5,76.35,2
27.6,78.87,2
27.8,78.43,5
27.9,72.83,2
28.7,71.45,2
28.3,69.34,5
27.8,75.33,2
27.5,78.29,2
28,78.25,5
27.4,82.1,5
27.9,78.68,5
26.7,82.26,5
26.7,80.21,5
27.6,78.64,2
28,77.91,2
27.6,80.11,5
28.4,72.53,2
28.5,73.61,0
28.3,74.13,2
28.5,73.06,2
28.6,73.56,2
28.8,74.52,2
28.5,78.44,5
28.5,79.57,5
28.8,76.68,2
29,73.85,2
28.6,75.96,2
28.5,78.41,2
28.5,75.16,2
27.7,75.14,5
28.5,71.09,2
28.3,75.27,5
29.2,73.65,2
28.5,76.87,2
28.8,73.46,5
28.5,78.03,5
28.2,81.53,5
27.8,80.48,5
28.6,74.66,5
28.5,76.71,2
28.7,68.96,2
27.2,81.87,5
28.7,76.19,2
28.6,74.68,2
27,79.27,5
28.5,73.98,2
28.7,72.1,2
28,69.79,0
27.9,69.05,2
28.2,70.66,2
28.5,74.38,5
25.7,87.46,5
27.7,79.34,5
28.2,78.75,2
28.6,78.06,5
28.4,78.42,5
28.7,76.48,2
28.6,75.25,2
27.7,71.25,2
28.3,63.06,2
27.4,68.35,2
27,69.65,2
27.3,68.57,2
27.4,70.75,0
28.1,71.83,0
27.3,77.66,5
27.4,73.27,2
27.6,72.08,2
27.9,74.37,2
27.8,72.41,2
27.2,71.16,2
27.6,66.43,2
26.9,65.1,0
26.8,69.99,0
28,77.58,2
28.2,79.72,2
28.6,79.3,5
28.5,76.63,5
26.9,82.54,5
26.1,84.31,5
27.6,76.98,2
27.2,73.44,2
26.8,73.74,2
27.1,67.74,2
27,71.83,0
27.6,70.11,2
27.6,69.55,0
27.1,72.38,2
27.4,78.99,2
27.6,78.92,5
27.4,73.54,2
26.5,70.19,0
26.2,68.16,0
26.6,66.76,2
26.3,68.8,0
26.5,69.26,0
26.7,69.31,0
26.5,69.69,0
26.1,69.55,2
26.6,64.76,0
27.8,63.05,0
27.1,70.15,0
26.2,70.23,0
25.5,69.42,0
26.3,66.86,0
26.6,73.09,2
27,71.93,2
27,70.47,0
27.2,70.76,0
26.9,71.03,2
26.7,68.35,0
26.9,67.25,2
26.9,72.73,2
27.2,71.45,0
26.6,71.28,0
26.4,67.63,2
26.5,71.37,2
26.4,76.01,2
27,74.26,2
26.4,72.31,0
25.8,71.01,2
25.6,68.72,0
24.8,68.28,0
25.4,72.17,0
25,70.51,2
25.9,69.41,0
26.4,65.56,0
26.5,66.3,2
26.4,68.8,0
25.7,67.7,0
25.6,68.18,0
25.3,69.36,0
26.6,66.95,0
26.3,69.97,0
26.7,70.1,2
26.6,74.05,2
26,72.75,0
26.2,64.19,0
26.4,66.31,0
26.6,67.49,0
27,66.88,2
26.2,70.47,0
26.1,66.58,0
25.7,66.19,0
26.5,59.04,0
25.5,68.25,2
27,64.01,0
26.6,66.19,0
26.3,67.65,0
26.4,68.16,0
26.5,63.75,0
26.1,64.22,0
26.4,63.99,0
26.6,61.63,0
26.3,66.34,0
26.8,67.47,0
27.8,67.64,2
27.4,68.91,2
27.3,67.21,2
27.1,64.88,2
26.8,63.34,0
26.4,64.42,0
26.4,67.91,0
26,68.08,0
26.8,65.98,0
27.2,68.26,0
28,67.52,0
27.2,72.32,0
27.9,71,0
27.9,63.57,0
27.9,65.46,0
27.5,66.97,0
27.4,62.03,0
26.7,66.55,0
27.4,67.34,0
28.1,67.43,0
28.1,68.9,0
28.1,65.4,0
28.3,64.13,0
27.9,73.18,0
28.8,63.78,0
28.3,65,0
27.9,67.49,0
27.9,64.22,0
27.7,64.33,0
28,62.11,0
28,62.72,0
28.1,66.65,2
28.1,65.26,2
28.1,66.51,2
28.1,68.72,0
28.9,65.93,0
29.4,64.53,0
29.2,64.96,0
28.4,64.23,2
28.9,63.18,2
29.6,62.91,2
29.2,63.13,0
28.9,68.81,2
28,66.71,0
29.5,61.06,2
29,65.29,5
28.6,68.11,0
29.5,68.14,0
29.8,67.64,0
30,67.1,2
27.8,71.37,2
28.2,73.18,5
29.1,67.81,2
29.4,65.63,0
29.5,66.14,0
30,62.51,0
29.5,58.36,0
29,60.05,2
29.1,63.2,0
29.1,64.91,2
29.5,64.29,2
29.1,70.43,2
30.3,65.4,2
29.1,71.88,2
30.2,63.52,2
30.2,63.22,0
30.6,59.79,2
29.6,67.84,2
29.9,67.86,2
29.8,64.65,2
30.5,59.41,2
30.2,63.07,2
30.3,62.81,2
29.8,61.93,2
30.9,60.24,2
30.6,63.63,2
30.3,61.31,2
30.2,59.43,2
30.1,62.16,2
29.9,64.73,2
31.4,58.19,2
30,67.26,2
29.1,71.95,5
28.9,70.38,5
28.9,69.26,2
29.2,66.76,2
28.9,70.01,5
27.3,79.36,5
28.3,73.17,2
28.1,73.06,2
29.2,69.98,5
29.3,71.22,5
29,72.75,5
28.6,75.45,2
28.3,74.64,2
29.1,75.29,2
29.9,72.56,5
29.2,75.25,5
28.5,76.05,5
27.6,78.8,5
27.1,78.89,5
27.6,78.54,2
28,79.85,2
29.1,75.27,2
27.8,76.81,5
28.8,74.16,5
28.3,77.19,5
27.4,78.86,5
27.6,79.14,2
27.5,80.75,5
27.2,83.29,5
27.5,79.5,2
27,80.89,5
27.4,79.2,5
28.8,74.42,5
28.5,73.75,2
27.2,79.78,2
28.5,72.77,2
28.7,74.07,2
27.7,78.98,2
28.2,76.83,5
26.9,81.45,5
26.6,84.29,5
26.8,83.85,5
27.5,82.93,5
28.3,76.79,5
27.5,80.52,5
27,82.64,5
26.1,86.91,5
27,82.48,5
26.9,81.89,5
27.1,79.81,5
26.3,82.79,5
27.9,73.88,5
28.4,65.75,2
27.6,71.76,2
29.2,69.05,2
29.1,69.06,2
29,70.81,2
28.1,73.79,5
26.9,79.11,5
26.3,84.76,5
27.3,77.36,5
27.8,74.78,5
27.6,76.84,5
27,78.28,5
26.6,82.35,5
27.2,79.87,5
26.9,81.42,5
28.1,74.97,2
26,83.1,5
27.2,78.73,5
26.6,81.28,5
26.7,79.55,5
26.4,80.11,5
27.1,76.49,5
26.6,81.39,5
27.2,80.06,5
26.8,84.01,5
27,85.26,5
27,83.32,5
28.5,77.84,2
28.5,75.98,2
29.1,71.18,2
28.7,72.71,2
29,71.8,2
28.7,71.96,2
28,73.99,5
27.3,78.32,5
28.2,75.72,5
26.7,81.04,5
27.8,75.45,2
27,76.73,2
26.1,83.94,5
26.9,80.35,5
27.1,79.35,2
27.2,75.71,2
26.7,78.42,2
27.2,75.61,5
28.2,74.15,2
27.1,79.9,5
27.3,82.03,5
27.7,79.75,5
27.3,82.56,5
26.7,83.68,5
27.4,78.97,5
28.1,79.81,2
27.5,79.32,5
27,80.58,5
27.9,76.8,5
26.2,82.02,5
28.3,71.38,5
28.3,74.43,5
27.3,82.61,5
27.3,80.49,5
27,82.9,5
26.8,81.7,5
26.8,81.01,5
26.7,82.36,5
26.5,81.3,5
26.1,82.86,5
25.7,84.18,5
26.4,83.95,5
27.1,83.91,5
27,84.86,5
28.8,76.61,2
28.7,74.31,2
28.8,73.38,2
29.1,75.63,5
28.6,73.3,5
28.9,71.01,5
28.1,77.88,5
27.9,77.83,5
28.8,76.75,2
28,80.49,2
27.8,79.54,5
27.5,80.71,5
28.4,80.82,2
28.5,77.34,2
28.6,76.58,2
28.5,76.82,2
29.1,78.06,5
27.5,84.35,5
26.6,84.91,5
27.2,80.25,5
27,83.63,5
27.7,82.73,5
27.5,79.85,2
27.7,76.74,2
28.3,79.16,5
28.4,82.92,5
27.8,83.02,5
28,80.04,5
28.1,78.75,2
27.1,82.33,5
27.3,80.18,5
27.7,79.34,5
28.1,79.88,5
28.6,75.51,2
27.9,80.13,5
27.8,82.95,5
28.3,74.77,2
28.3,72.38,2
27.8,76.15,5
28.9,74.09,2
28.8,74.03,2
29.6,69.51,2
29,70.9,2
28.2,73.93,2
29,72.07,2
28.9,73.38,2
29.3,72.59,2
29.6,75.34,2
29.5,72.75,2
28.7,76.21,2
28.8,72.81,2
29.5,71.74,2
28.7,79.23,5
29.1,76.78,5
26.5,86.12,5
28.2,77.51,2
27.1,83.11,5
27.9,83.03,2
27.8,82.82,5
27.1,84.07,5
27,83.58,2
27,83.25,5
28.4,76.79,2
28.3,78.97,5
26.2,86.25,5
28.1,78.4,5
27.5,85.26,5
27.2,82.58,5
24.5,91.74,5
27,79.98,2
27.2,80.58,2
26.7,81.7,5
26.7,81.52,5
26.9,85.16,5
26.7,86.16,5
26.7,85.39,5
27.5,81.95,5
27.8,83.36,5
26.3,86.54,5
27,84.73,5
27.2,84.75,5
26,87.59,5
25.9,89.51,5
26.5,86.75,5
28,78.94,5
26.3,85.27,5
25.9,85.73,5
27.3,83.56,5
27.7,82.39,5
25.9,89.18,5
27.7,81.07,2
28.1,82.08,5
27.9,81.11,2
28,76.44,5
27.8,79.75,5
28.3,79.86,5
28.3,77.15,2
28.3,74.3,2
28.4,74.37,2
28.3,73.72,2
27.8,76.96,2
27.6,75.98,2
28.4,77.19,5
27.6,77.19,2
26.5,83.96,5
25.2,88.62,5
27.2,81.38,5
27.3,74.2,2
26.8,73.39,2
26.8,73.42,2
26.6,77.7,2
27.5,75.09,2
26.8,79.19,2
26.5,81.79,5
27.2,79,2
27.3,80.24,5
26.1,83.08,5
26.3,82.37,2
26.7,79.6,2
27.1,71.07,2
26.5,69.36,2
26.1,69.97,2
26.2,73.35,2
26.7,73.68,2
27.2,76.99,5
28.2,74.32,2
27.8,75.82,5
27.5,73.76,2
27,74.59,2
27.3,71.09,2
25.3,73.25,0
25.7,69.24,0
25.5,67.45,2
25.3,68.8,2
26.1,69.62,0
26.1,70.65,0
26.2,69.69,0
27,69.05,2
27.2,70.74,2
27.2,72.06,2
26.5,71.15,0
26.6,70.02,2
26.8,69.84,0
27,70.4,2
25.4,65.53,2
24.3,61.78,2
24.8,64.66,2
26.2,69.43,0
27.1,71.39,2
27.6,71.16,0
26.8,69.92,2
26.2,67.02,0
25.9,67.02,2
26.7,66.26,0
27,63.72,0
27,67.02,0
26.8,67.25,0
26.4,69.42,2
26.8,68.18,2
27.1,67.39,0
27.8,66.11,0
27.5,63.87,0
28.2,70.38,0
28.1,71.09,5
27.9,71.63,2
28.3,66.46,2
27.6,68.74,0
28,66.54,0
27.7,64.25,2
27.4,63.97,2
27.3,67.5,5
27.3,66.14,2
27.3,68.12,2
27.2,64.86,0
26.7,61.88,2
26.6,64.36,0
28.5,64.55,2
28.5,64.73,2
27.8,61.86,0
27.1,63.26,0
27.2,65.95,0
27.4,65.2,0
27.2,66.51,0
27.6,62.21,0
26.8,64.28,0
27.1,64.43,0
27.1,65.26,0
27.3,64.63,0
27.4,63.69,0
27.5,65.17,0
27.2,64.82,0
27.2,65.96,0
27.1,66,0
27.3,66.54,0
27.3,66.66,0
27.5,64.74,0
27.7,64.13,0
28.1,63.42,0
28.3,64.16,0
28.3,64.58,0
28.3,63.25,0
27.8,65.66,0
28.5,59.27,0
28.1,63.3,3
27.7,65.3,0
28.5,62.58,0
28.8,61.84,0
29.1,61.01,0
28.4,61.96,0
28.1,62.09,0
28.9,68.1,2
29.5,72.97,2
28.6,69.74,2
29.4,71.46,5
29.2,65.28,0
29.4,64.47,0
29.4,64.94,2
29.6,64.59,2
29.5,63.2,2
29.6,65.78,0
29.8,64.62,2
29.6,64.43,2
29.3,65.15,2
29,64.51,2
28.4,67.08,5
29.1,60.64,0
29.2,62.08,0
29.2,63.85,0
28.3,71.46,2
29.3,67.57,2
30.1,63.98,2
29.7,65.62,0
29.7,64.74,0
28.9,67.79,2
29.8,64.76,2
30.2,64.65,0
29.8,68.01,2
26.9,76.24,5
27.3,74.08,2
28.3,70.42,2
26.7,79.49,5
26.7,81.93,5
27.1,76.65,5
27.8,73.62,5
26.7,81.45,5
27.5,77.31,5
27.6,70.2,2
28.1,70.13,2
28.5,70.6,2
28.4,71.38,2
26.3,82.49,5
26.9,77.19,2
27.8,73.18,5
27.6,77.71,5
28.1,72.58,2
28.6,65.69,2
27.7,73.14,5
28.9,73.06,5
29.2,71.7,2
28.1,76.46,5
26.5,84.56,5
27.8,77.75,2
28.1,74.59,5
27.9,74.82,5
26.2,85.05,5
27.9,78.4,2
27.7,79.63,5
25.8,85.42,5
27.2,80.71,2
26,84.96,5
25.6,84.78,5
26.6,83.5,2
25.9,85.5,5
25.7,87.02,5
26.7,82.42,2
26.5,82.9,5
26.3,83.72,5
25.9,87.99,5
25.8,81.22,2
27.6,74.85,2
26.1,77.74,2
28.2,68.72,2
28.1,68.05,0
28.8,65.47,2
28.5,64.71,0
27.1,76.26,5
26.9,76.27,2
26.6,79.69,1
28.4,69.47,2
26.6,82.01,5
25.5,86.58,5
25.8,84.3,5
25.6,86.22,5
27.3,77.16,2
27.7,75.09,2
28,73.46,5
27.8,77.48,2
27.7,77.79,5
27,78.66,5
27.2,76.7,2
28.2,68.15,5
27.5,72.02,2
27.6,72.71,2
27.4,73.45,2
27.3,72.22,5
