Temperature,Relative_Humidity,Condition
27.1,76.43,4
26.9,76.9,2
25.7,82.8,5
26.6,76.03,5
26.3,77.44,5
26.5,76.4,5
26.2,75.21,5
26.7,74.4,5
27.1,78.1,5
26.7,79.8,5
26.9,77.25,5
27.3,76.67,5
27.2,79.64,4
27.7,78.71,1
25.9,89.23,4
26.1,83.93,5
26.6,78.01,5
27.9,73.54,2
28.4,72.84,2
27.8,75.62,5
27.1,79.85,5
27.3,75.99,5
26.2,79.13,5
27.3,75.83,2
28,73.5,2
27.6,77.58,5
26,81.4,5
25.2,83.48,5
26.3,80.04,5
26.4,78.76,5
26.1,85.44,5
25.7,85.49,5
26.4,83.03,5
26.8,80.57,2
26.2,78.96,5
26.2,75.87,2
27.7,70.91,5
28,71.65,5
27.8,71.16,5
28.4,70.85,2
26.5,80.87,5
26.9,78.76,2
27.4,77.03,5
26.8,79.51,5
26.9,81.51,5
26,87.58,4
27.9,79.71,2
29,75.49,2
28.3,74.56,5
27.1,84.03,4
27.9,81.08,5
26.9,85.34,4
27.8,78.8,5
26.5,83.04,5
26.4,78.74,2
28.7,76.89,5
28.5,75.65,5
26.8,84.13,5
27.4,79.24,5
28.3,73.06,2
27.2,78.65,5
27.8,77.38,5
26.7,81.68,5
28.4,72.77,2
28.2,76.49,5
28.6,69.19,2
27.9,70.01,2
28.8,71.42,2
28.4,73.89,5
28.2,76.53,5
27.9,77.39,5
29.1,72.7,2
28.7,75.84,5
28.8,71.41,2
29.1,72.39,2
30,68.13,5
28.4,74.94,5
27.6,78.34,5
27.9,76.19,5
25.8,81.92,5
26.8,80.41,5
25.6,80.5,5
27.4,80.17,5
26.3,82.46,5
26.2,82.98,5
26.9,81.81,5
27,78.48,5
26.6,83.15,2
27.8,74.69,2
27.7,73.47,2
28.4,73.91,2
27.9,77.65,5
28,78.26,2
27.6,77.59,5
28.2,76.7,5
27.3,83.51,5
28.3,78.89,5
27.6,80.29,5
27.6,81.84,5
28.6,75.73,2
28.7,73.34,2
29,73.95,5
28.4,76.87,2
28.7,75.31,2
28.3,77.43,5
28.6,75.86,5
28.7,74.45,5
29.3,71.59,2
29.3,73.68,5
29.3,71.25,2
29,73.07,2
28.8,71.68,2
29.2,68.88,2
28,73.57,2
28.6,74.6,5
27.9,79.33,5
27.9,77.16,5
29.1,72.47,2
28.3,74.14,5
28.9,70.2,2
28.6,70.01,2
28.4,72.3,5
28.2,74.83,2
28.4,73.62,2
29.1,71.27,2
28.2,76.07,5
28.7,75.99,5
28.2,76.67,5
29.3,70.32,2
29.8,66.91,2
29,70.84,2
28.6,69.48,2
27.9,64.02,2
27.6,68.4,0
28.6,67.31,2
28.6,71.6,2
29.2,70.58,2
29,70.02,2
28.7,69.94,2
28.4,69.92,0
28.4,71.85,5
28.9,72.56,2
28.9,73.47,5
28,77.17,5
27.9,73.13,2
28.1,70.66,2
28.2,70.35,2
27.9,70.72,2
28.3,72.75,5
27.4,81.54,5
28.4,76.06,5
28.5,73.49,5
28.5,71.89,0
28.4,74.06,2
28.5,72.62,2
28,74.24,2
28.9,72.36,2
28.4,73,2
28.7,69.77,2
28.3,70.53,2
27.1,70.51,2
27.1,70.98,5
26.6,71.17,2
27.4,68.22,2
27.8,70.64,2
27.9,70.74,5
27.8,71.36,2
27.7,72.14,2
28.3,69.9,2
28,70.4,5
27.6,68.34,2
26.9,70.12,2
27,71.02,2
27.4,72,2
28.2,71.66,2
27.1,75.29,5
27,71.96,2
26.4,70.11,2
26,67.49,2
26.2,63.6,0
27.2,66.15,2
27.7,68.66,2
27.6,72,2
27.5,73.92,5
27.4,73.76,5
27.3,70.89,2
27,69.87,2
26.7,76.56,5
27.5,68.99,5
26.9,69.13,2
27,69.16,2
26.7,69.3,2
27.5,71.46,5
27.4,70.74,2
28.1,67.29,2
27.6,69,2
27.4,70.91,2
28.2,70.41,2
28.3,69.67,2
28.1,66.45,2
27.2,68.2,2
27,69.22,2
27.3,69.45,2
27.1,70.59,0
27.1,67.74,2
26.1,68.31,2
26.6,65.43,2
26.9,65.95,2
26.4,66.42,2
26,64.39,2
25.7,64.95,2
25.8,68.37,0
26.7,67.49,2
27.3,67.15,0
27.6,69.5,2
27.2,68.84,2
27.2,68.13,2
27.3,66.62,2
26.3,68.04,0
26.5,65.27,2
26.6,66.74,2
27,66.36,2
26.4,66.25,2
26.6,64.03,2
26.4,64.88,0
26.4,70.06,2
27.2,67.83,2
27.2,68.52,2
26.8,63.46,2
27,62.54,2
27.3,60.52,2
26.7,65,2
27,63.97,2
26.3,60.3,2
26.3,61.87,2
26.7,61.95,2
27.4,57.93,0
27.1,60.3,0
27,60.54,2
27.3,59.84,2
26.5,68,2
26.6,68.06,2
28.6,64.05,0
28.2,66.43,2
28.3,64.3,2
27.6,59.06,2
27,60.87,2
27.3,59.31,0
27.1,64.74,0
27.9,57.98,0
27.4,57.25,0
27,63.29,2
27.8,61.64,2
28,64.78,2
28.1,64.97,2
27.8,65.29,2
27.7,62.47,2
27.9,63.34,2
27.6,64.32,2
27.8,64.94,2
28.1,61.55,2
27.6,62.85,2
27.8,60.1,2
28.2,56.6,2
28,60.55,0
28.9,58.99,2
28.9,60.73,2
28.2,65.29,2
28.4,66.2,2
28.8,66.23,2
29.2,65,2
28.7,67.06,2
29.2,59.23,2
28.7,62.93,2
29,66.37,2
29.1,66.79,2
29.3,62.33,2
29.4,59.34,2
28.5,61.85,2
28.6,66.11,2
29.2,60.41,2
29.1,63.05,2
29.4,62.64,0
29.2,60.44,2
29.8,60.01,2
30.4,53.83,2
29.7,60.71,2
29.5,61.58,2
29.4,59.87,0
29.7,57.64,2
29.3,59.55,0
30.1,61.05,2
29.6,63.23,5
30.3,61.67,2
29.5,63.25,2
29.3,64.03,2
29.6,61.57,2
29.9,56.97,2
29.6,60.89,2
29,63.44,2
28.3,67.97,2
28.3,71.82,2
28.5,70.9,5
29.6,65.68,5
29.4,69.36,2
29.7,66.38,2
30.1,62.5,2
30.1,62.97,2
29.6,69.16,5
28.7,69.91,5
28.1,71.65,2
29.3,65.92,2
29,69.41,5
28.3,69.35,2
28.9,68.7,5
28.9,69.22,2
28.1,66.79,2
27.6,70.52,2
26.9,77.98,2
27.7,73.84,5
26,85.32,5
26.5,83.19,5
26.8,78.62,5
28.1,74.83,2
28.9,72.04,2
29,68.55,2
25.4,84.81,5
27.2,76.81,5
28.5,71.05,2
28,74.3,2
28.8,71.75,2
27.5,76.6,5
26.2,82.23,5
26.8,81.51,5
27.4,81.32,5
26.7,82.06,5
27.2,82.77,5
28,78.9,5
28.3,77.35,5
28.6,74.07,2
27.3,82.79,5
27.1,83.83,5
27,82.57,5
27.1,78.61,5
28.2,73.27,2
28,73.7,5
27,76.82,5
26.9,78.33,5
26.9,79.79,5
27.1,78.59,5
27.1,76.42,5
26.9,79.22,5
28.3,69.92,2
28.6,68.75,5
28.9,67.13,2
28.8,63.41,2
28.9,59.78,2
28.6,68.47,2
28.3,70.66,5
25.9,84.04,5
27.6,75.64,2
27.7,72.84,2
27.6,77.14,5
27.1,77.93,5
26.6,82.57,5
27.1,78.69,5
27,78.17,2
27.4,77.3,5
26.6,80.94,5
26.5,83.1,5
26.6,82.8,5
26.9,80.15,5
27.5,73.82,2
27.3,78.83,5
26.2,82.88,5
26.5,82.76,5
26.3,83.6,5
25.4,85.63,5
26.2,83.22,5
26.4,82.23,5
26.5,84.08,5
26.5,83.45,5
26.4,82.01,5
26.2,81.9,5
27.3,76.58,2
27.5,78.05,2
27.2,81.69,5
27.4,77.42,2
26.5,80.53,5
25.7,84.27,5
26,83.23,5
26.8,78.55,5
27.1,77.68,5
27.2,81.14,5
26.8,80.78,5
27,78.84,2
26.5,83.18,5
26.3,80.1,5
27.1,77.91,5
27.9,77.08,2
28,76.08,2
27.4,74.82,2
28,76.33,5
26.5,81.53,5
26.5,82.07,5
27.2,79.72,5
25.9,84.55,5
26.3,80.55,5
26.8,79.4,5
26.5,81.56,5
25.8,85.39,5
26.3,82.66,5
27.2,79.09,2
26.5,83.25,5
27.3,78.47,5
26.6,82.3,5
27.5,77.99,2
27.8,76.46,2
28.2,76.22,2
27.5,78.95,5
26,84.56,5
27.5,77.3,5
27.5,82.08,5
27.2,82.67,5
27.2,78.66,5
28.3,76.37,2
28.3,76.46,5
27.5,80.3,5
27.4,80.82,2
28.9,74.79,2
27.5,79.08,5
28.2,76.63,2
28.3,77.31,5
28.5,77.35,2
28.7,72.51,2
29,75.12,2
29.5,71.05,2
28.9,77.94,5
29.1,74.71,2
26.6,82.8,5
28.1,77.02,2
28.3,79.43,5
27.8,80.26,5
24.9,92.04,5
27.1,78.74,2
28.5,76.6,2
29,70.57,2
28.3,76.84,2
27.5,78.18,2
26.5,83.03,2
26.9,81.05,2
27.5,80.78,2
28.3,77.91,2
26.4,86.18,2
28.1,79.73,2
27.3,79.98,2
27.5,79.6,2
26.8,83.99,2
29.2,73.48,2
27.6,78.97,2
26.2,83.64,2
26.3,84.66,2
27,78.61,2
26.4,83.42,2
26.1,88.69,2
27.9,80.36,5
27.4,82.71,5
26.7,84.79,5
26.5,85.34,5
26.8,83.48,5
26.9,80.07,5
27.4,73.91,2
27.5,75.9,5
27.4,71.23,2
27.2,74.55,2
27.9,73.6,2
28.4,71.57,2
28.7,73.13,2
29.1,70.55,2
29.1,74.33,2
28.9,73.87,2
28.9,69.87,2
28,71.81,2
27.9,68.35,2
27.4,70.97,5
26.7,69.35,2
26.8,72,2
26.5,74.34,2
27.7,71.38,5
28.3,72.69,2
28.3,75.97,5
28.4,76.14,5
28.1,77.17,5
28.5,76.86,5
28.3,73.77,5
28.2,71.77,2
28.6,73.59,2
28.8,73.41,2
28.8,70.49,2
28.8,70.97,2
29.1,70.85,2
29,69.92,2
28.5,69.97,2
28.4,71.92,2
28.9,70.43,2
28.4,72.14,2
28.2,74.38,2
28,73.16,2
27.4,70.58,2
26.9,67.68,0
26.9,68.45,2
26.9,69.25,2
26.2,68.23,2
26.2,67.2,0
26.5,67.8,2
26.8,70.16,2
27,69.87,2
26.9,72.16,2
27.8,68.19,2
26.4,67.14,0
26.5,65.45,0
26.3,68.42,0
26.4,69.25,0
27.4,69.99,2
27.9,74.37,2
27.8,69.97,2
26.8,69.19,2
25.2,76.37,2
27.4,70.03,2
26.8,67.09,2
27.1,64.54,2
26.2,63.25,2
25.7,66.24,0
25.8,69.12,0
26.3,69.21,2
25.9,69.76,0
26.4,65.55,2
26.4,64.28,2
26.8,71.19,2
28.1,70.63,2
28.2,69.08,2
27.5,69.94,2
27.5,70.51,2
27,71.81,2
27.3,68.59,2
26.8,71.55,0
26.3,73.7,2
26.9,73.6,5
27,72.67,2
27.6,71.8,2
27,70.64,2
27.1,71.91,2
26.9,70.01,2
27.1,66.84,2
27,69.42,2
27.5,67.9,2
26.8,71.91,2
27.7,71.79,2
27.3,71,2
26.8,65.8,2
25.6,63.38,2
25.7,67.8,2
26.8,65.98,2
26.4,68.62,2
26.6,74.97,5
26.5,78,5
26.6,74.68,5
26.7,75.5,5
27.8,70.41,2
27.6,71.64,2
27.9,70.54,2
27.3,67.53,2
27.4,71.25,2
27.5,71.37,2
27.3,69.82,2
26.6,70.78,2
26.6,67.41,2
26.9,67.39,2
25.5,65.75,2
25.9,61.79,2
25.6,64.11,2
26,66.49,2
26.7,64.35,0
26.8,67.53,2
27.4,67.55,2
27,67.83,2
27.4,65.41,0
27.4,67.73,2
27.1,67.15,2
27.3,62.9,2
26.7,64.99,0
26.9,65.84,2
26.5,67.78,0
26.7,66.2,2
26.6,66.23,2
26.8,64.24,2
26.8,66.75,2
27.3,64.21,2
26.6,64.06,0
27.2,65.45,2
27.5,63.94,2
27.3,67.62,2
27.5,62.09,2
26.3,60.97,2
26.6,60.48,0
26.7,65.12,0
27.3,68.76,2
28.1,67.4,2
27.9,67.28,2
28.3,63.02,2
28.4,58.52,0
27.2,64.56,0
27.4,66.93,2
27.5,63.67,0
27.1,62.28,2
27.3,65.57,2
27.5,65.91,2
28.1,63.08,2
28.1,65.23,2
28.1,66.77,2
27.9,71.26,2
28.1,69.61,2
28.4,66.06,2
28.6,60.61,2
28.1,64.82,2
28,62.85,2
28.1,66.18,2
27.9,65.63,2
28.2,64.75,2
28.5,65.99,2
28.5,66.83,2
28.3,66.17,2
29,65.42,2
28.6,65.73,2
28.2,62.57,2
28.3,63.25,2
28.5,63.97,2
28.9,62.49,2
28.8,62.37,2
28.8,66.85,2
28.9,59.82,2
28,62.62,2
27.7,63.4,2
28.2,61.9,2
28.5,64.78,2
28.9,62.93,2
28.9,67.73,2
29.5,62.78,2
29.1,66.6,2
29.6,67.14,2
29.7,62.51,2
29.9,61.24,5
29.9,60.01,2
30.7,57.2,2
29.9,60.94,2
29.7,64.39,2
29.3,68.2,2
30.1,66,2
29.9,65.13,2
29.6,68.19,2
28.8,72.2,2
29.2,69.11,2
29.4,67.93,2
30.1,66.21,2
30.4,63.98,2
29.6,64.68,2
30,62.89,2
30.4,62.14,2
30.8,61.88,2
30.8,63.74,2
30.2,64.56,2
30.3,64.42,2
30.2,65.36,2
30.9,59.92,2
30.8,62.54,2
28.9,71.9,5
29,70.62,2
28.6,74.14,5
29.9,67.69,2
29.8,67.43,5
30.4,63.05,2
30,65.97,5
30.1,64.46,2
30.2,65.14,2
28.9,72.7,5
29.1,73.18,5
26.7,85.16,5
28.3,77.07,2
28.9,73.04,5
29.5,68.58,2
29.6,70.64,2
29,71.18,2
29.3,70.46,2
29.4,69.69,2
26.9,81.13,5
27.4,79.23,2
27.6,73.85,2
27.3,76.16,2
27.2,75.09,5
27,76.12,2
28.1,73.19,5
27.2,76.63,5
27.9,76.44,5
28.1,75.06,5
27.8,75.7,5
28.7,70.61,2
29.2,69.87,5
27.4,78.86,5
27.7,77.2,5
27.8,78.07,5
28.2,73.9,2
28.5,75.85,5
29.3,72.51,5
29,75.01,5
28.3,74.31,5
28.6,78.86,2
29.1,73.14,2
29.5,69.85,2
30.1,65.29,2
29.8,69.95,2
29.5,70.59,2
28.9,73.61,5
28.1,76.58,2
28.8,72.15,2
29.3,71.44,5
29.8,70.69,2
30.4,67.99,5
29.9,66.7,2
29.4,71.5,5
28,79.87,5
28.3,77.84,5
27.2,82.9,5
27.5,81.96,5
27.9,78.15,5
26.6,85.18,5
26.2,83.02,5
26.5,82.72,5
26.5,82.75,5
26.9,78.39,5
29.3,67.69,2
29.4,70.49,5
29.3,74.6,5
28.5,76.95,5
28.6,74.73,5
27.4,81.4,5
27.1,81.45,2
28,79.94,4
26.9,87.05,5
28.2,80.86,2
26.9,86,5
26.5,88.73,5
27.1,88.22,2
26.4,89.97,5
26.6,88.79,5
26.6,84.9,5
28.1,79.97,5
28.3,79.01,5
27.3,83.49,5
27.1,85.34,5
28,80.2,5
28.3,79.88,5
29.1,75.56,2
28.2,78.43,5
27,85.99,5
27.9,80.23,5
26.8,83.21,5
26.5,85.96,5
27.6,79.86,5
26.8,85.49,5
26.4,87.23,5
27.9,79.66,2
28.2,76.25,2
27.7,77.98,5
27.7,79.82,5
27.1,88.08,5
27.7,84.5,2
27.4,88.71,5
27.5,87.11,5
28.4,82.45,2
29,82.31,2
28.8,82.92,2
29.5,81.91,2
28.4,84.8,5
28.2,80.89,2
29.2,79.92,5
28.2,84.02,5
29.2,77.59,2
29.2,79.77,5
29,79.66,5
28,85.36,5
28.5,84.12,2
29.6,80.14,2
29.1,82.59,5
29,80.21,2
28.4,81.73,5
29.1,80.13,5
28.9,81.9,5
28.9,79.01,5
29.3,77.93,5
28.7,80.49,5
28,83.69,2
27.6,87.11,5
27.7,84.74,5
27.2,86.5,5
28.5,81.23,2
28.9,81.22,5
29.3,79.16,5
29.1,80.85,5
28.5,82.87,5
28.8,85.11,5
28.8,84.81,5
27.4,88.29,5
27.7,85.81,2
29,82.32,5
28,86.8,5
27.6,86.49,5
28.6,82.85,5
27.4,89.92,5
29.3,83.01,5
28.2,84.7,2
28.7,83.1,2
28.6,82.36,5
28.7,80.56,5
28.6,81.63,2
28.1,82.33,5
29,78.56,2
29.6,78.22,2
30,75.05,2
29.1,76.41,2
29.4,73.63,2
30,74.95,2
29.8,76.17,2
29.5,77.86,2
29.3,79.91,5
29.1,80.86,5
29,82.5,5
29.2,82.81,5
29.5,78.99,2
29.1,81.35,5
28.8,82.57,5
27.8,87.56,5
28.1,85.68,5
29,83.48,2
28.9,84.01,5
29.4,81.32,5
29.9,78.4,2
29.7,81.35,5
29.6,81.1,5
29.1,81.28,5
29.1,80,5
30.2,72.49,2
29.6,78.97,2
29.3,81.9,5
28.4,82.67,5
29.2,80.46,2
29.4,75.86,5
29.5,77.15,5
29.3,77.56,2
29.9,76.8,2
28.6,79.3,2
28.4,82.76,5
28.8,83.97,5
27.1,87.78,5
27.1,84,5
28.3,83.01,5
28.7,79.61,5
29.1,77.15,2
29,75.13,2
28.9,78.79,2
29,79.42,2
28.7,82.32,5
29,77.84,2
28.6,80.99,2
28.7,80.22,2
29.3,75.41,2
29,77.85,2
28.8,80.16,2
27.8,83.05,5
27.8,84.08,2
28.9,80.36,5
28.3,84.06,5
27.6,85.97,5
26.2,87.22,5
27.8,78.84,2
28.2,80.59,2
28.2,81.09,5
27.6,82.76,5
28.6,78.93,5
28.6,78.38,2
28.8,74.43,2
27.9,80.27,5
26.8,86.86,5
27.3,88.64,5
26.2,91.71,5
27.9,82.27,2
28.1,81.9,2
28.6,81.07,5
28.7,77.35,2
28.7,77.3,2
28.6,78.07,2
28.7,76.88,5
28,74.49,2
28.6,78.44,2
28.4,80.18,2
28.6,80.92,5
28.4,82.1,2
28.3,81.54,2
28.1,83.89,5
28,84.6,5
27.2,86.03,5
28,84.92,5
27.3,86.27,5
28.2,77.43,2
26,90.46,5
26.8,86.93,5
28,83.39,5
27.8,82.64,5
28,77.83,5
27.8,76.81,2
27.7,74.51,5
27.7,76.62,2
28.6,73.91,2
28.5,72.84,2
28.1,74.42,2
27.2,78.86,5
27.3,77.09,2
27.2,71.62,2
27.3,75.28,2
27.6,80.38,2
27.7,82.17,5
27.7,82.67,2
27.7,83.11,5
28.4,82.05,2
28.4,77.63,2
27.7,78.53,5
27.9,72.4,2
28.5,76.04,5
28,80.02,5
28.1,76.38,5
28.1,77.65,2
28.1,76.01,2
28.4,79.05,2
28.1,74.89,2
27.9,69.1,2
27.3,69.25,2
26.9,69.12,2
27.2,67.98,2
27.2,71.06,2
27.1,72.85,2
27.3,72.27,2
27.9,76.03,2
28.6,81.26,5
29.2,76.19,2
28.9,76.99,2
28.9,77.22,2
29.2,72.73,2
29.2,72.5,2
29.3,70.68,5
28.4,75.79,2
28.5,77,5
28.9,75.96,5
28.8,75.08,2
29.1,72.63,2
29,69.52,2
28.9,69.35,2
28.8,69.98,2
28.3,68.2,2
28.4,70.92,2
28.1,71.71,2
28.3,72.68,2
28.6,75.78,2
28.7,78.13,5
29,75.39,2
28.9,78.42,5
29.1,77.05,2
29.3,75.84,2
28.7,78.94,5
29.3,76.24,2
28.9,78.01,5
26.3,89.02,5
27.6,83.89,2
27.1,84.12,5
28.3,80.56,2
28.4,78.76,5
28.5,79.79,5
28.3,82.97,5
27.8,82.49,5
27,87.51,5
28.2,79.84,2
28.1,83.73,5
28.8,80.81,2
29.2,76.19,5
28.8,77.56,2
28.1,83.71,5
26.9,89.35,5
27.1,86.87,5
27.6,81.97,5
28.2,83.03,5
26.7,89.4,5
28.3,81.71,2
28.9,76.99,2
29.2,73.32,2
29.8,66.75,2
29.1,70.91,2
29.2,72.66,2
30.1,72.78,2
27.9,79.75,2
27.9,82.59,5
25.3,93.19,5
27.1,83.37,5
26.6,87.43,2
28,82.02,5
28.3,79.21,5
29.3,74.41,5
28.6,76.5,2
28.8,76.57,2
29.2,76.05,2
29.7,72.15,2
30.2,69.39,2
29.6,72.89,5
28.5,77.09,2
28.6,74.9,1
30.5,73.84,5
30.1,70.77,2
28,82.34,5
26.1,89.14,5
27.7,76.08,1
28.3,77.73,5
29.2,74.2,2
27.5,84.08,5
27.1,87.48,2
26.9,87.41,5
28.3,80.88,2
27.9,82.74,5
27.4,84.62,5
30,72.61,2
29.8,76.1,2
29.9,75.85,5
28.2,81.6,2
27.7,84.18,5
27.6,82.45,5
26.4,92.6,5
29,78.06,2
28.9,82.15,5
28.6,81.65,5
28.3,82.53,5
26.8,87.72,5
27.5,83.83,5
27.3,84.24,5
26.9,86.21,5
27.3,85.07,5
26.5,90.58,5
27.1,86.07,5
27.7,83.25,5
28,81.46,2
28.1,85.09,5
28.3,78.83,2
28.3,78.04,2
27.1,85.09,2
26.2,89.67,5
27.5,82.24,2
27.2,82.26,5
27.6,82.44,5
27.6,82.53,2
28.2,81.76,2
27.8,84.99,5
28.5,81.44,2
29.4,73.16,2
29.7,68.64,2
28.8,76.17,5
29.5,72.44,2
29.3,72.19,2
28.4,79.29,5
28.1,83.85,5
28,81.82,5
28.4,81.38,5
26,92.86,5
27.1,85.73,5
28.2,85.74,5
27.9,84.94,5
27.8,86.57,2
28.3,81.42,5
27.9,82.26,5
27.7,85.53,2
28.1,82.49,2
29.4,75.6,2
27.9,82.66,2
28.5,78.69,2
28.3,80.98,5
27.2,85.61,5
27.3,82.84,5
27.3,82.68,5
26.7,88.11,5
26.1,89.84,5
26,90.71,5
27.4,84.13,5
26.8,90.34,5
27.2,86.42,5
26.9,89,5
26.3,89.03,4
26.6,89.8,5
27.4,87.27,5
27.1,86.82,5
25.9,89.03,5
26.5,89.7,5
27.3,84.24,5
26.7,86.2,5
27.7,82.72,2
26,91.67,5
26,90.85,5
26.5,83.71,5
26.5,83.47,5
27.6,80.26,2
28.6,71.56,2
29.2,76.02,2
28,79.78,5
27.2,83.72,5
27.3,82.31,2
27.4,80.83,2
26.9,85.36,5
26.3,88.72,5
26.7,87.79,5
26.1,90.55,5
26.7,85.89,5
26.5,88.65,5
26.9,87.7,5
27.9,83.59,2
27.3,87.77,5
27.9,85.44,5
26.8,90.34,5
27.9,83.22,2
28.7,79.79,2
28.5,82.06,5
27.7,82.36,5
26.8,88.11,5
26.9,90.24,5
27.2,86.43,5
28.7,77.36,2
27.9,80.83,2
27.8,82.02,2
29.2,75.36,5
29.4,74.1,2
27.4,83.15,5
27.8,79.52,2
27.6,79.9,2
28.6,78.61,2
28.5,78.64,5
28.5,80.31,2
26.8,86.33,5
26,89.4,5
26.8,86.56,5
27.8,84.17,2
28,85.54,5
28.2,84.54,5
27.7,82.77,2
27.6,83.4,2
27.3,85.38,5
26.5,87.71,5
28.1,81.5,5
28,80.74,2
27.9,79.5,2
27.6,80.29,5
25.7,90.76,5
27.2,83.68,2
27.3,85.85,2
27.5,82.13,2
27.9,79.72,2
27,82.93,5
27.2,81.73,2
27.3,85.13,4
26.8,86.13,5
27,82.56,5
27.6,83.96,5
26.9,89.12,5
27.3,86.26,5
25.6,91.87,5
27.5,84.57,2
28.5,80.2,5
28.9,76.08,2
29.1,74.16,2
28.6,78.09,5
27.3,86.33,5
27.9,80.15,5
28.5,75.94,2
28.2,80.95,5
27.9,86.14,5
27.6,84.36,5
28.3,81.52,2
27.5,85.18,5
27.7,84.86,2
27.8,82.66,2
28.2,81.06,2
28.2,82.27,5
28.5,79.53,5
28.3,78.56,2
28.1,78.33,2
28.1,78.01,2
28.2,78.24,5
28.9,78.47,5
29,78.67,5
27.8,85.34,5
28.3,82.15,2
28.3,80.77,5
28.7,77.33,2
28.4,79.04,2
28.4,77.12,2
28.9,75.75,5
28.8,73.56,2
28.7,74.15,2
28.6,75.51,2
28.6,71.99,2
28.4,74.16,2
28.3,78.6,2
29.1,76.21,2
28.7,73.78,2
28.4,69.71,2
28.1,70.88,2
28.1,71.35,0
28.3,73.63,2
28.4,74.18,2
28,70.7,2
27.4,68.03,0
28.1,71.72,0
28.3,78.18,5
28.8,76.4,2
28.3,81.02,5
26.5,89.2,5
28.5,81.74,2
29.1,78.18,5
28.6,80.05,2
28.2,79.31,2
28.1,75.67,2
27.2,73.31,2
27.4,76.1,2
28.4,78.21,5
28.9,78.35,5
28.6,78.91,2
28.5,76.44,5
28.4,75.06,2
28.6,74,2
26.6,87.91,5
26.7,87.71,5
28,81.92,2
28.5,79.1,5
28.6,78.52,2
27.6,76.15,2
26.6,69.43,0
27,73.84,2
27.9,71.71,2
26.8,83.69,5
27.3,81.76,5
28,76.87,2
27.4,77.97,2
27.8,79.66,2
27.5,83.61,5
27.6,80.95,5
27.7,77.29,2
27.3,73.1,2
27.3,73.43,0
28.1,74.87,2
28.5,76.67,2
27.6,76.32,2
27.8,74.75,2
27.5,72.96,2
27.8,71.1,2
27.1,74.98,2
27.2,75.46,2
27.4,74.47,2
27.5,73.23,2
27.6,71.77,2
27.2,74.3,2
27.7,75.6,2
27.9,76.31,2
27.7,73.29,2
26.6,69.35,2
26,71.73,2
26.9,75.59,2
27.2,80.06,5
27.7,75.65,2
27.8,74.44,2
27.7,74.81,2
27.2,69.67,2
26,69.72,0
26.3,68.87,2
27.1,71.19,2
